ledger_id,activity_date,contractor_id,mapped_dealer_id,activity_type,points_delta,bill_value,approval_status,note
ASPCONLED00004107,2026-01-16,ASPCON004424,ASPDLR000522,training,1564,66845.76,approved,
ASPCONLED00004108,2025-09-04,ASPCON003322,ASPDLR000181,bill upload,1537,27883.75,duplicate,
ASPCONLED00004109,08/02/2026,ASPCON002856,ASPDLR000665,bill upload,865,62891.61,rejected,bill image unclear
ASPCONLED00004110,2024-06-04,ASPCON001528,ASPDLR000720,points redemption,634,26616.07,approved,dealer mismatch
ASPCONLED00004111,2024-07-08,ASPCON004076,ASPDLR000348,site lead,2147,43691.24,manual,dealer mismatch
ASPCONLED00004112,2025-02-09,ASPCON003785,ASPDLR000691,training,2020,74022.81,rejected,redeemed gift
ASPCONLED00004113,2025-04-30,ASPCON001583,ASPDLR000814,points redemption,1668,56315.97,rejected,bill image unclear
ASPCONLED00004114,2024-08-20,ASPCON004957,ASPDLR000786,complaint assist,1648,65586.21,manual,
ASPCONLED00004115,2025-06-19,ASPCON002144,ASPDLR000848,site lead,2065,10831.40,duplicate,
ASPCONLED00004116,2025-11-13,ASPCON003928,ASPDLR000152,training,2134,86766.64,duplicate,redeemed gift
ASPCONLED00004117,2025-12-20,ASPCON000948,ASPDLR000168,complaint assist,1632,83142.01,rejected,redeemed gift
ASPCONLED00004118,2025-06-14,ASPCON000534,ASPDLR000911,points redemption,51,76740.51,approved,bill image unclear
ASPCONLED00004119,2024-07-07,ASPCON000251,ASPDLR000894,points redemption,1679,60013.89,manual,redeemed gift
ASPCONLED00004120,2024-08-30,ASPCON000985,ASPDLR000347,training,297,14571.61,rejected,site closed
ASPCONLED00004121,2025-01-07,ASPCON004710,ASPDLR000428,complaint assist,796,71346.34,manual,bill image unclear
ASPCONLED00004122,2026-01-18,ASPCON003897,ASPDLR000225,bill upload,364,32233.12,rejected,bill image unclear
ASPCONLED00004123,2024-11-10,ASPCON004237,ASPDLR000652,training,1211,76531.89,manual,
ASPCONLED00004124,2025-11-25,ASPCON004601,ASPDLR000008,site lead,1258,59469.60,rejected,dealer mismatch
ASPCONLED00004125,2025-04-23,ASPCON003098,ASPDLR000807,complaint assist,1699,82353.48,pending,
ASPCONLED00004126,2024-12-21,ASPCON002323,ASPDLR000625,points redemption,-43,29247.84,manual,dealer mismatch
ASPCONLED00004127,2025-03-29,ASPCON002419,ASPDLR000663,points redemption,1680,29749.25,approved,
ASPCONLED00004128,23-Jun-24,ASPCON004673,ASPDLR000631,points redemption,-14,87621.68,approved,site closed
ASPCONLED00004129,01/07/2024,ASPCON002778,ASPDLR000611,site lead,1724,65236.80,manual,
ASPCONLED00004130,2024-11-19,ASPCON004360,ASPDLR000894,points redemption,985,84800.29,pending,
ASPCONLED00004131,2024-06-13,ASPCON003030,ASPDLR000744,complaint assist,1120,72268.05,pending,
ASPCONLED00004132,2025-01-09,ASPCON002995,ASPDLR000711,bill upload,1760,14767.83,duplicate,dealer mismatch
ASPCONLED00004133,2025-10-07,ASPCON001080,ASPDLR000911,complaint assist,1503,88686.14,manual,site closed
ASPCONLED00004134,2025-05-12,ASPCON001084,ASPDLR000232,points redemption,1057,4317.44,pending,site closed
ASPCONLED00004135,2025-05-03,ASPCON000040,ASPDLR000464,bill upload,375,13375.10,approved,site closed
ASPCONLED00004136,2024-10-26,ASPCON001247,ASPDLR000229,training,523,2662.43,approved,redeemed gift
ASPCONLED00004137,03/28/2026,ASPCON001741,ASPDLR000068,complaint assist,2031,27106.82,approved,redeemed gift
ASPCONLED00004138,13/07/2024,ASPCON000437,ASPDLR000528,complaint assist,181,48442.93,approved,redeemed gift
ASPCONLED00004139,2025-10-28,ASPCON003880,ASPDLR000809,bill upload,2312,61581.79,approved,bill image unclear
ASPCONLED00004140,12/16/2025,ASPCON004107,ASPDLR000993,points redemption,2380,36987.91,pending,dealer mismatch
ASPCONLED00004141,2024-10-26,ASPCON000200,ASPDLR000646,site lead,351,42928.44,approved,
ASPCONLED00004142,2024-08-20,ASPCON004332,ASPDLR000462,training,-20,84850.79,manual,
ASPCONLED00004143,04/30/2024,ASPCON004283,ASPDLR000727,bill upload,1985,81967.65,approved,site closed
ASPCONLED00004144,2025-12-16,ASPCON004169,ASPDLR000767,bill upload,205,11072.39,pending,redeemed gift
ASPCONLED00004145,01/19/2025,ASPCON003541,ASPDLR000645,points redemption,1227,42964.99,pending,
ASPCONLED00004146,2025-05-20,ASPCON000863,ASPDLR000591,points redemption,123,69.97,approved,bill image unclear
ASPCONLED00004147,31-May-24,ASPCON000267,ASPDLR000751,training,2387,42357.52,pending,site closed
ASPCONLED00004148,2025-08-03,ASPCON002506,ASPDLR000643,bill upload,1244,65861.61,rejected,bill image unclear
ASPCONLED00004149,2024-08-17,ASPCON002984,ASPDLR000647,complaint assist,1336,76801.59,approved,bill image unclear
ASPCONLED00004150,2025-12-24,ASPCON000299,ASPDLR000469,training,2146,77706.55,rejected,bill image unclear
ASPCONLED00004151,06/12/2025,ASPCON003338,ASPDLR000964,site lead,443,54858.64,duplicate,
ASPCONLED00004152,11/03/2025,ASPCON001026,ASPDLR000631,points redemption,757,62926.93,duplicate,dealer mismatch
ASPCONLED00004153,2024-05-15,ASPCON000929,ASPDLR000398,bill upload,-147,77057.29,rejected,bill image unclear
ASPCONLED00004154,2026-03-19,ASPCON003674,ASPDLR000756,bill upload,704,16553.81,approved,dealer mismatch
ASPCONLED00004155,2024-08-15,ASPCON000122,ASPDLR000817,bill upload,1926,59285.44,rejected,dealer mismatch
ASPCONLED00004156,2026-03-16,ASPCON002050,ASPDLR000187,site lead,1449,79053.99,rejected,redeemed gift
ASPCONLED00004157,2024-10-15,ASPCON000834,ASPDLR000996,site lead,336,8096.93,rejected,site closed
ASPCONLED00004158,2024-07-28,ASPCON001744,ASPDLR000854,points redemption,2211,46075.39,approved,redeemed gift
ASPCONLED00004159,2024-07-06,ASPCON000796,ASPDLR000426,site lead,2093,65647.52,duplicate,bill image unclear
ASPCONLED00004160,2025-10-26,ASPCON002227,ASPDLR000284,site lead,-52,39364.83,approved,site closed
ASPCONLED00004161,01/24/2026,ASPCON000695,ASPDLR000378,bill upload,-335,62387.40,pending,dealer mismatch
ASPCONLED00004162,31/12/2024,ASPCON001312,ASPDLR000236,site lead,1230,16184.30,pending,site closed
ASPCONLED00004163,2025-11-24,ASPCON001233,ASPDLR000436,bill upload,907,67307.64,pending,
ASPCONLED00004164,2024-09-13,ASPCON004355,ASPDLR000065,bill upload,-110,55260.37,pending,redeemed gift
ASPCONLED00004165,2025-06-30,ASPCON004966,ASPDLR000391,complaint assist,757,30335.16,pending,bill image unclear
ASPCONLED00004166,2026-03-21,ASPCON000303,ASPDLR000813,training,2063,80741.57,duplicate,
ASPCONLED00004167,2024-07-04,ASPCON002649,ASPDLR000540,site lead,1633,36354.83,rejected,dealer mismatch
ASPCONLED00004168,06/07/2024,ASPCON004247,ASPDLR000899,complaint assist,268,29517.90,pending,redeemed gift
ASPCONLED00004169,2025-05-16,ASPCON002493,ASPDLR000481,bill upload,512,58475.41,pending,
ASPCONLED00004170,11/08/2025,ASPCON000827,ASPDLR000657,site lead,303,21787.46,duplicate,bill image unclear
ASPCONLED00004171,2025-04-11,ASPCON000108,ASPDLR000840,site lead,1511,18957.89,rejected,dealer mismatch
ASPCONLED00004172,2024-07-20,ASPCON001621,ASPDLR000665,site lead,1551,26677.48,manual,bill image unclear
ASPCONLED00004173,2024-04-17,ASPCON000301,ASPDLR000894,training,1997,73427.82,duplicate,bill image unclear
ASPCONLED00004174,2025-08-07,ASPCON000352,ASPDLR000883,site lead,1392,69384.03,manual,bill image unclear
ASPCONLED00004175,2025-05-06,ASPCON003978,ASPDLR000517,training,1956,20326.72,rejected,site closed
ASPCONLED00004176,2024-09-07,ASPCON004480,ASPDLR000247,points redemption,-379,23802.71,duplicate,
ASPCONLED00004177,2024-06-05,ASPCON003778,ASPDLR000043,bill upload,614,22640.69,approved,bill image unclear
ASPCONLED00004178,2024-07-28,ASPCON000821,ASPDLR000088,bill upload,276,47795.86,approved,redeemed gift
ASPCONLED00004179,10/17/2024,ASPCON004125,ASPDLR000410,site lead,1530,34176.32,approved,redeemed gift
ASPCONLED00004180,2025-03-18,ASPCON004518,ASPDLR000162,complaint assist,1707,13843.84,rejected,dealer mismatch
ASPCONLED00004181,09/01/2026,ASPCON000764,ASPDLR000314,site lead,1697,35510.81,duplicate,bill image unclear
ASPCONLED00004182,2024-06-01,ASPCON004669,ASPDLR000172,complaint assist,359,75476.58,manual,site closed
ASPCONLED00004183,2025-03-22,ASPCON002943,ASPDLR000208,points redemption,-329,3376.25,approved,bill image unclear
ASPCONLED00004184,20-Sep-24,ASPCON001752,ASPDLR000276,bill upload,130,32898.92,duplicate,bill image unclear
ASPCONLED00004185,19/03/2025,ASPCON000963,ASPDLR000699,complaint assist,573,31656.69,manual,dealer mismatch
ASPCONLED00004186,09/09/2024,ASPCON001897,ASPDLR000737,site lead,364,66982.21,approved,bill image unclear
ASPCONLED00004187,2026-03-25,ASPCON004711,ASPDLR000574,complaint assist,2146,59664.99,pending,
ASPCONLED00004188,2024-09-19,ASPCON000191,ASPDLR000969,points redemption,1867,59569.94,pending,bill image unclear
ASPCONLED00004189,2024-07-25,ASPCON004724,ASPDLR000868,training,-199,9166.41,rejected,bill image unclear
ASPCONLED00004190,06-Oct-24,ASPCON004310,ASPDLR000374,complaint assist,66,77494.09,pending,bill image unclear
ASPCONLED00004191,2024-10-22,ASPCON004867,ASPDLR000081,bill upload,1288,67897.16,manual,site closed
ASPCONLED00004192,02/22/2026,ASPCON003211,ASPDLR000694,complaint assist,633,28047.83,manual,dealer mismatch
ASPCONLED00004193,2024-08-10,ASPCON004852,ASPDLR000153,complaint assist,2,41804.36,approved,
ASPCONLED00004194,2025-12-23,ASPCON003166,ASPDLR000084,bill upload,2358,40362.35,approved,redeemed gift
ASPCONLED00004195,04/14/2025,ASPCON003008,ASPDLR000014,points redemption,-126,4715.16,duplicate,bill image unclear
ASPCONLED00004196,2025-12-17,ASPCON000788,ASPDLR000395,site lead,1562,86338.59,pending,
ASPCONLED00004197,2024-11-07,ASPCON002139,ASPDLR000509,bill upload,1182,8695.36,duplicate,site closed
ASPCONLED00004198,2025-03-01,ASPCON003936,ASPDLR000323,complaint assist,2025,48451.81,duplicate,site closed
ASPCONLED00004199,2024-11-25,ASPCON003682,ASPDLR000434,points redemption,1286,88354.74,approved,bill image unclear
ASPCONLED00004200,2025-09-24,ASPCON003345,ASPDLR000734,points redemption,1771,20266.30,rejected,bill image unclear
ASPCONLED00004201,2025-05-10,ASPCON003589,ASPDLR000329,points redemption,-51,51053.30,approved,redeemed gift
ASPCONLED00004202,2025-04-26,ASPCON002628,ASPDLR000239,points redemption,1035,40816.98,duplicate,
ASPCONLED00004203,2025-04-14,ASPCON003239,ASPDLR000599,points redemption,-30,9412.05,rejected,redeemed gift
ASPCONLED00004204,2025-10-27,ASPCON000082,ASPDLR000629,site lead,569,65909.73,approved,bill image unclear
ASPCONLED00004205,2025-03-19,ASPCON002945,ASPDLR000092,points redemption,-30,64336.67,approved,dealer mismatch
ASPCONLED00004206,2024-04-01,ASPCON002954,ASPDLR000390,complaint assist,-218,51380.05,rejected,redeemed gift
ASPCONLED00004207,19/09/2025,ASPCON004052,ASPDLR000716,bill upload,-168,51232.57,duplicate,
ASPCONLED00004208,2025-06-10,ASPCON002202,ASPDLR000341,site lead,768,38388.37,rejected,bill image unclear
ASPCONLED00004209,2024-11-18,ASPCON000309,ASPDLR000874,complaint assist,113,2998.74,approved,site closed
ASPCONLED00004210,2026-03-11,ASPCON003482,ASPDLR000261,bill upload,1102,27718.92,pending,redeemed gift
ASPCONLED00004211,2024-06-12,ASPCON001071,ASPDLR000501,points redemption,-19,35008.49,approved,redeemed gift
ASPCONLED00004212,2025-02-08,ASPCON004063,ASPDLR000319,points redemption,1904,79727.09,pending,
ASPCONLED00004213,2024-05-23,ASPCON004905,ASPDLR000693,points redemption,545,18545.11,rejected,redeemed gift
ASPCONLED00004214,2026-03-02,ASPCON000849,ASPDLR000994,bill upload,2309,82231.06,pending,
ASPCONLED00004215,2025-08-15,ASPCON000046,ASPDLR000626,bill upload,1481,83663.73,rejected,redeemed gift
ASPCONLED00004216,2024-04-03,ASPCON002366,ASPDLR000436,points redemption,-114,58199.02,pending,bill image unclear
ASPCONLED00004217,2024-10-01,ASPCON003025,ASPDLR000642,points redemption,1294,18157.17,duplicate,redeemed gift
ASPCONLED00004218,2026-01-24,ASPCON000474,ASPDLR000802,site lead,1722,7101.60,rejected,
ASPCONLED00004219,2026-01-31,ASPCON001219,ASPDLR000567,complaint assist,-146,87631.11,approved,bill image unclear
ASPCONLED00004220,2026-02-26,ASPCON003353,ASPDLR000818,site lead,650,36769.83,pending,redeemed gift
ASPCONLED00004221,28-Oct-24,ASPCON001401,ASPDLR000220,site lead,1847,78322.41,duplicate,redeemed gift
ASPCONLED00004222,2025-09-17,ASPCON004404,ASPDLR000624,training,930,48044.56,pending,
ASPCONLED00004223,2026-02-04,ASPCON002804,ASPDLR000156,points redemption,714,7627.30,approved,redeemed gift
ASPCONLED00004224,15-Dec-25,ASPCON003083,ASPDLR000999,complaint assist,1343,22356.60,manual,site closed
ASPCONLED00004225,2024-10-02,ASPCON001527,ASPDLR000509,points redemption,2372,74368.89,pending,redeemed gift
ASPCONLED00004226,2025-05-14,ASPCON003567,ASPDLR000362,site lead,541,5217.67,rejected,redeemed gift
ASPCONLED00004227,2024-04-05,ASPCON002134,ASPDLR000697,bill upload,1763,75714.02,approved,
ASPCONLED00004228,20-Jan-25,ASPCON004597,ASPDLR000324,site lead,682,82362.57,approved,redeemed gift
ASPCONLED00004229,2025-03-23,ASPCON001140,ASPDLR000689,bill upload,103,30453.52,approved,bill image unclear
ASPCONLED00004230,2025-06-11,ASPCON000387,ASPDLR000037,complaint assist,-325,15946.43,pending,
ASPCONLED00004231,15-Oct-25,ASPCON001052,ASPDLR000683,complaint assist,1253,2882.40,manual,dealer mismatch
ASPCONLED00004232,2025-06-24,ASPCON000783,ASPDLR000144,training,319,5006.55,pending,
ASPCONLED00004233,2025-09-15,ASPCON003485,ASPDLR000149,points redemption,404,85987.56,manual,site closed
ASPCONLED00004234,2024-04-10,ASPCON000164,ASPDLR000634,site lead,1643,9640.39,manual,bill image unclear
ASPCONLED00004235,2025-05-03,ASPCON004780,ASPDLR000896,site lead,2364,3275.50,duplicate,bill image unclear
ASPCONLED00004236,2025-10-03,ASPCON000453,ASPDLR000340,bill upload,341,48622.84,pending,site closed
ASPCONLED00004237,29-Aug-25,ASPCON000542,ASPDLR000743,training,396,45526.81,pending,redeemed gift
ASPCONLED00004238,2025-07-02,ASPCON003293,ASPDLR000011,complaint assist,1169,45098.82,pending,site closed
ASPCONLED00004239,2024-04-02,ASPCON003790,ASPDLR000380,site lead,-22,27278.22,approved,dealer mismatch
ASPCONLED00004240,2024-06-24,ASPCON000583,ASPDLR000305,site lead,53,54598.22,approved,redeemed gift
ASPCONLED00004241,2024-12-10,ASPCON004688,ASPDLR000683,training,-216,65555.28,manual,dealer mismatch
ASPCONLED00004242,2024-11-15,ASPCON004630,ASPDLR000591,points redemption,1890,39803.20,approved,bill image unclear
ASPCONLED00004243,01/21/2025,ASPCON003856,ASPDLR000114,points redemption,525,38410.43,duplicate,dealer mismatch
ASPCONLED00004244,2024-06-05,ASPCON002463,ASPDLR000643,site lead,2240,56289.40,manual,dealer mismatch
ASPCONLED00004245,2026-03-18,ASPCON001171,ASPDLR000072,site lead,1036,45188.16,manual,site closed
ASPCONLED00004246,2025-02-23,ASPCON003850,ASPDLR000287,complaint assist,2129,7972.71,duplicate,dealer mismatch
ASPCONLED00004247,2026-02-17,ASPCON002692,ASPDLR000057,complaint assist,950,34403.40,rejected,
ASPCONLED00004248,2024-12-07,ASPCON001609,ASPDLR000963,bill upload,-473,58485.02,rejected,bill image unclear
ASPCONLED00004249,2024-04-27,ASPCON000116,ASPDLR000673,points redemption,812,9062.90,duplicate,bill image unclear
ASPCONLED00004250,06-Jul-24,ASPCON000315,ASPDLR000242,complaint assist,1986,14792.53,duplicate,redeemed gift
ASPCONLED00004251,2024-11-26,ASPCON000383,ASPDLR000347,points redemption,75,66145.68,rejected,
ASPCONLED00004252,12-Sep-25,ASPCON001287,ASPDLR000724,bill upload,1962,23815.17,pending,site closed
ASPCONLED00004253,17/04/2025,ASPCON003200,ASPDLR000466,bill upload,534,66022.08,manual,site closed
ASPCONLED00004254,2025-04-05,ASPCON004812,ASPDLR000702,points redemption,683,50545.51,rejected,redeemed gift
ASPCONLED00004255,2025-06-06,ASPCON004417,ASPDLR000541,training,-262,28569.03,approved,redeemed gift
ASPCONLED00004256,12/09/2025,ASPCON002510,ASPDLR000690,site lead,286,45898.79,duplicate,
ASPCONLED00004257,2025-07-22,ASPCON000060,ASPDLR000999,site lead,1492,60806.39,rejected,site closed
ASPCONLED00004258,17-Feb-25,ASPCON000826,ASPDLR000833,bill upload,839,25530.24,manual,site closed
ASPCONLED00004259,2025-05-23,ASPCON001354,ASPDLR000915,training,571,82144.12,manual,dealer mismatch
ASPCONLED00004260,2026-02-13,ASPCON003188,ASPDLR000817,site lead,1062,28608.51,pending,bill image unclear
ASPCONLED00004261,24-Jan-25,ASPCON004768,ASPDLR000713,site lead,1990,42110.14,approved,site closed
ASPCONLED00004262,29/12/2025,ASPCON001753,ASPDLR000219,training,2240,25450.33,approved,site closed
ASPCONLED00004263,2026-02-02,ASPCON001519,ASPDLR000049,complaint assist,2296,24464.64,rejected,redeemed gift
ASPCONLED00004264,2026-03-20,ASPCON003194,ASPDLR000515,bill upload,1974,54475.36,approved,site closed
ASPCONLED00004265,2024-08-27,ASPCON004524,ASPDLR000613,points redemption,1492,27210.66,duplicate,bill image unclear
ASPCONLED00004266,2026-02-26,ASPCON004713,ASPDLR000122,bill upload,408,89141.69,rejected,
ASPCONLED00004267,2024-09-06,ASPCON004081,ASPDLR000531,complaint assist,391,88593.51,manual,bill image unclear
ASPCONLED00004268,2024-09-21,ASPCON001076,ASPDLR000847,bill upload,941,88623.17,manual,site closed
ASPCONLED00004269,01/05/2025,ASPCON002252,ASPDLR000614,points redemption,2079,14899.85,rejected,redeemed gift
ASPCONLED00004270,07/27/2024,ASPCON004848,ASPDLR000345,site lead,93,79360.82,rejected,bill image unclear
ASPCONLED00004271,2025-09-10,ASPCON001771,ASPDLR000312,points redemption,322,71532.41,pending,bill image unclear
ASPCONLED00004272,15/10/2024,ASPCON001940,ASPDLR000424,training,734,59561.85,pending,dealer mismatch
ASPCONLED00004273,23-Nov-25,ASPCON003621,ASPDLR000460,training,1779,80196.65,duplicate,dealer mismatch
ASPCONLED00004274,2025-03-16,ASPCON003988,ASPDLR000854,site lead,1377,78949.94,pending,bill image unclear
ASPCONLED00004275,2025-10-19,ASPCON001140,ASPDLR000689,points redemption,1638,12778.24,pending,redeemed gift
ASPCONLED00004276,2026-02-16,ASPCON004237,ASPDLR000652,points redemption,1630,89295.80,pending,
ASPCONLED00004277,2025-06-22,ASPCON000950,ASPDLR000296,training,143,1077.95,rejected,site closed
ASPCONLED00004278,2026-03-20,ASPCON002599,ASPDLR000845,training,1122,26801.42,approved,bill image unclear
ASPCONLED00004279,2024-10-22,ASPCON001401,ASPDLR000220,points redemption,1995,19685.86,duplicate,bill image unclear
ASPCONLED00004280,2024-07-08,ASPCON001895,ASPDLR000844,training,1452,58404.08,approved,site closed
ASPCONLED00004281,2025-05-04,ASPCON000723,ASPDLR000054,bill upload,1595,42205.52,manual,bill image unclear
ASPCONLED00004282,2025-05-07,ASPCON002194,ASPDLR000949,site lead,1782,37333.77,approved,redeemed gift
ASPCONLED00004283,2024-10-12,ASPCON000082,ASPDLR000629,bill upload,2473,10970.44,manual,
ASPCONLED00004284,10/06/2025,ASPCON000051,ASPDLR000996,complaint assist,-249,87436.79,manual,dealer mismatch
ASPCONLED00004285,2024-11-22,ASPCON004945,ASPDLR000254,site lead,1127,87058.41,rejected,redeemed gift
ASPCONLED00004286,2024-07-31,ASPCON004749,ASPDLR000973,points redemption,2085,44329.12,pending,redeemed gift
ASPCONLED00004287,2025-11-28,ASPCON002743,ASPDLR000310,complaint assist,134,11038.63,approved,redeemed gift
ASPCONLED00004288,21/01/2025,ASPCON000506,ASPDLR000305,points redemption,2142,5163.19,manual,dealer mismatch
ASPCONLED00004289,2024-09-13,ASPCON004067,ASPDLR000735,complaint assist,1207,29126.85,pending,
ASPCONLED00004290,2024-04-04,ASPCON000837,ASPDLR000161,site lead,1937,87028.17,approved,bill image unclear
ASPCONLED00004291,2025-09-11,ASPCON000831,ASPDLR000396,points redemption,2128,42639.75,manual,
ASPCONLED00004292,2024-09-19,ASPCON002000,ASPDLR000749,site lead,879,16627.60,rejected,site closed
