service_id,service_date,fleet_id,mapped_dealer_id,vehicle_no,service_type,tyres_checked,issue_count,recommended_action,note
CEAFS00008456,2024-08-25,CEAFLEET00077,CEADLR000221,KL98JK1108,alignment,6,6,none,high wear
CEAFS00008457,2024-12-18,CEAFLEET00266,CEADLR000111,KA37AB7511,pressure audit,24,2,rotate,fleet price issue
CEAFS00008458,2025-01-29,CEAFLEET00210,CEADLR000613,TN59JK1172,fitment,7,5,pressure training,fleet price issue
CEAFS00008459,2025-01-08,CEAFLEET00297,CEADLR000469,TS74CD3011,inspection,14,3,none,driver unavailable
CEAFS00008460,2025-05-03,CEAFLEET00004,CEADLR000059,AP19CD1485,inspection,6,6,none,
CEAFS00008461,19/12/2025,CEAFLEET00291,CEADLR000111,TN66AB6556,rotation,32,0,none,fleet price issue
CEAFS00008462,2026-01-04,CEAFLEET00046,CEADLR000018,TN99CD4008,alignment,2,2,pressure training,high wear
CEAFS00008463,2024-05-10,CEAFLEET00314,CEADLR000399,AP35CD4433,rotation,25,0,rotate,driver unavailable
CEAFS00008464,2024-09-12,CEAFLEET00030,CEADLR000437,TN62AB9650,alignment,8,0,rotate,fleet price issue
CEAFS00008465,2024-10-28,CEAFLEET00027,CEADLR000572,AP42EF3977,inspection,12,4,replace,high wear
CEAFS00008466,2025-06-30,CEAFLEET00040,CEADLR000443,KL36AB1930,rotation,28,7,pressure training,driver unavailable
CEAFS00008467,2024-12-13,CEAFLEET00070,CEADLR000661,AP62AB5768,claim check,28,1,none,high wear
CEAFS00008468,2024-09-25,CEAFLEET00049,CEADLR000040,TN81AB4722,inspection,11,6,alignment,fleet price issue
CEAFS00008469,09/02/2024,CEAFLEET00230,CEADLR000681,TN36AB8130,fitment,26,0,alignment,competitor tyres fitted
CEAFS00008470,2026-02-08,CEAFLEET00315,CEADLR000461,KA79GH1081,claim check,15,3,alignment,driver unavailable
CEAFS00008471,2024-04-08,CEAFLEET00162,CEADLR000696,TS37AB3326,pressure audit,2,2,alignment,fleet price issue
CEAFS00008472,2024-11-01,CEAFLEET00142,CEADLR000286,AP59EF4368,inspection,32,0,claim,fleet price issue
CEAFS00008473,2025-05-13,CEAFLEET00127,CEADLR000162,AP83AB8811,rotation,6,8,replace,competitor tyres fitted
CEAFS00008474,2025-01-31,CEAFLEET00107,CEADLR000150,AP45AB2241,alignment,5,8,pressure training,driver unavailable
CEAFS00008475,2025-09-07,CEAFLEET00035,CEADLR000280,TS33JK2380,claim check,26,6,replace,driver unavailable
CEAFS00008476,2026-03-13,CEAFLEET00181,CEADLR000168,TS59CD2555,alignment,20,3,pressure training,fleet price issue
CEAFS00008477,2025-04-13,CEAFLEET00094,CEADLR000385,AP40CD5744,inspection,2,6,replace,
CEAFS00008478,2025-01-16,CEAFLEET00143,CEADLR000385,TS49AB6619,rotation,28,6,replace,fleet price issue
CEAFS00008479,2024-04-03,CEAFLEET00149,CEADLR000302,AP99AB3017,fitment,12,6,rotate,competitor tyres fitted
CEAFS00008480,2026-01-11,CEAFLEET00033,CEADLR000737,TS20EF3846,pressure audit,14,6,replace,
CEAFS00008481,2024-07-28,CEAFLEET00059,CEADLR000676,KL84AB7538,claim check,9,7,rotate,competitor tyres fitted
CEAFS00008482,2026-01-07,CEAFLEET00154,CEADLR000010,TN37CD1500,claim check,15,0,claim,fleet price issue
CEAFS00008483,2024-10-12,CEAFLEET00069,CEADLR000633,TS95EF3831,alignment,6,3,pressure training,fleet price issue
CEAFS00008484,2026-01-28,CEAFLEET00016,CEADLR000288,TS59CD6537,inspection,21,4,alignment,high wear
CEAFS00008485,08/10/2024,CEAFLEET00127,CEADLR000162,KL11EF5861,rotation,18,4,pressure training,fleet price issue
CEAFS00008486,2024-05-03,CEAFLEET00110,CEADLR000222,KA82EF2362,fitment,15,4,rotate,fleet price issue
CEAFS00008487,23-Mar-25,CEAFLEET00295,CEADLR000189,AP45CD3096,alignment,8,6,alignment,
CEAFS00008488,2025-08-06,CEAFLEET00162,CEADLR000696,TS36GH1033,rotation,32,5,claim,
CEAFS00008489,2025-03-02,CEAFLEET00236,CEADLR000220,AP87GH2823,pressure audit,11,5,pressure training,competitor tyres fitted
CEAFS00008490,2025-04-28,CEAFLEET00205,CEADLR000055,TS81AB6840,claim check,13,0,replace,competitor tyres fitted
CEAFS00008491,17/05/2024,CEAFLEET00166,CEADLR000552,TS39JK1453,fitment,16,4,alignment,competitor tyres fitted
CEAFS00008492,2024-09-27,CEAFLEET00306,CEADLR000619,AP67JK1553,inspection,9,8,none,driver unavailable
CEAFS00008493,2024-06-17,CEAFLEET00019,CEADLR000122,KL61AB7515,alignment,28,1,alignment,high wear
CEAFS00008494,2024-10-29,CEAFLEET00099,CEADLR000369,KL21CD9840,pressure audit,10,3,claim,fleet price issue
CEAFS00008495,18-Jan-25,CEAFLEET00083,CEADLR000138,TS50EF8867,alignment,5,3,alignment,
CEAFS00008496,2026-02-21,CEAFLEET00090,CEADLR000600,KA14GH5732,rotation,24,8,none,competitor tyres fitted
CEAFS00008497,2025-04-01,CEAFLEET00160,CEADLR000210,TS43AB1242,claim check,29,2,rotate,fleet price issue
CEAFS00008498,10/15/2024,CEAFLEET00280,CEADLR000239,TN96AB5813,inspection,31,2,rotate,fleet price issue
CEAFS00008499,2026-01-14,CEAFLEET00222,CEADLR000594,KL87EF3675,fitment,29,7,rotate,fleet price issue
CEAFS00008500,2025-10-08,CEAFLEET00205,CEADLR000055,KA62AB1505,alignment,29,8,claim,driver unavailable
CEAFS00008501,2024-06-04,CEAFLEET00124,CEADLR000671,TS65CD2557,inspection,25,1,pressure training,fleet price issue
CEAFS00008502,2024-09-18,CEAFLEET00225,CEADLR000705,TS17AB7171,alignment,9,1,none,competitor tyres fitted
CEAFS00008503,2025-11-11,CEAFLEET00311,CEADLR000605,TS38EF2592,pressure audit,27,2,claim,fleet price issue
CEAFS00008504,07/04/2024,CEAFLEET00001,CEADLR000587,TN78CD3534,rotation,7,7,replace,
CEAFS00008505,2025-04-16,CEAFLEET00259,CEADLR000592,TS86EF8760,alignment,10,1,rotate,
CEAFS00008506,2024-12-17,CEAFLEET00171,CEADLR000199,TN34CD6926,claim check,11,4,none,competitor tyres fitted
CEAFS00008507,28/06/2024,CEAFLEET00106,CEADLR000394,KA71GH9344,rotation,19,1,none,fleet price issue
CEAFS00008508,2025-03-28,CEAFLEET00148,CEADLR000042,TS80EF1386,rotation,8,3,none,
CEAFS00008509,2024-12-21,CEAFLEET00023,CEADLR000702,TN59AB7389,alignment,20,5,replace,high wear
CEAFS00008510,01/01/2026,CEAFLEET00306,CEADLR000619,KA11CD1691,claim check,14,1,alignment,driver unavailable
CEAFS00008511,2024-07-16,CEAFLEET00119,CEADLR000426,KL15JK6886,pressure audit,10,7,none,driver unavailable
CEAFS00008512,2026-03-02,CEAFLEET00109,CEADLR000669,AP89GH6976,alignment,31,2,pressure training,
CEAFS00008513,2024-11-21,CEAFLEET00242,CEADLR000603,KA59GH1979,alignment,5,2,claim,high wear
CEAFS00008514,2024-12-27,CEAFLEET00100,CEADLR000151,TS19JK3260,fitment,16,0,none,high wear
CEAFS00008515,2025-08-08,CEAFLEET00189,CEADLR000729,AP79EF6243,alignment,20,1,none,driver unavailable
CEAFS00008516,2025-09-13,CEAFLEET00173,CEADLR000108,KA57EF8354,fitment,13,8,rotate,high wear
CEAFS00008517,2024-08-25,CEAFLEET00002,CEADLR000104,KL29CD7652,rotation,3,8,claim,
CEAFS00008518,2024-06-25,CEAFLEET00046,CEADLR000018,AP56EF7186,rotation,20,4,alignment,fleet price issue
CEAFS00008519,2024-06-17,CEAFLEET00266,CEADLR000111,TN79AB3023,claim check,23,1,none,high wear
CEAFS00008520,2025-07-19,CEAFLEET00296,CEADLR000174,KA71EF1621,fitment,27,0,alignment,competitor tyres fitted
CEAFS00008521,2024-12-05,CEAFLEET00132,CEADLR000030,AP26AB2168,fitment,31,3,rotate,fleet price issue
CEAFS00008522,2024-05-05,CEAFLEET00212,CEADLR000642,TN46CD8186,fitment,8,3,none,
CEAFS00008523,10/24/2024,CEAFLEET00285,CEADLR000226,KL66CD3230,claim check,12,2,alignment,competitor tyres fitted
CEAFS00008524,2025-03-29,CEAFLEET00269,CEADLR000434,TN62AB3955,fitment,12,7,claim,fleet price issue
CEAFS00008525,2025-05-31,CEAFLEET00291,CEADLR000111,AP66CD9478,alignment,25,3,claim,high wear
CEAFS00008526,2025-01-09,CEAFLEET00203,CEADLR000265,KA15JK7174,inspection,24,5,replace,competitor tyres fitted
CEAFS00008527,27-Dec-25,CEAFLEET00285,CEADLR000226,KA68EF9076,alignment,10,8,pressure training,
CEAFS00008528,2025-04-03,CEAFLEET00301,CEADLR000624,KA36GH2721,fitment,15,5,alignment,high wear
CEAFS00008529,2025-03-22,CEAFLEET00220,CEADLR000516,KA52AB7973,claim check,21,0,alignment,competitor tyres fitted
CEAFS00008530,2024-10-25,CEAFLEET00119,CEADLR000426,TN11AB2394,pressure audit,6,6,alignment,high wear
CEAFS00008531,2025-11-14,CEAFLEET00219,CEADLR000010,AP28GH1984,rotation,21,0,claim,
CEAFS00008532,01/09/2025,CEAFLEET00217,CEADLR000263,AP42JK4169,alignment,9,4,claim,driver unavailable
CEAFS00008533,21-May-25,CEAFLEET00221,CEADLR000722,KL97AB6335,alignment,13,1,none,driver unavailable
CEAFS00008534,03/24/2026,CEAFLEET00216,CEADLR000266,KA78EF2025,claim check,10,7,claim,
CEAFS00008535,2024-07-17,CEAFLEET00200,CEADLR000667,KA87GH3436,inspection,5,7,replace,
CEAFS00008536,2024-12-17,CEAFLEET00208,CEADLR000689,KL89JK7448,rotation,9,6,pressure training,
CEAFS00008537,2026-03-15,CEAFLEET00028,CEADLR000139,TS87AB2504,rotation,11,2,replace,competitor tyres fitted
CEAFS00008538,29/01/2026,CEAFLEET00224,CEADLR000059,TN84AB4601,fitment,23,7,alignment,driver unavailable
CEAFS00008539,2025-11-20,CEAFLEET00057,CEADLR000059,TN15AB8317,rotation,15,5,none,competitor tyres fitted
CEAFS00008540,2026-02-22,CEAFLEET00288,CEADLR000209,TS58CD4317,fitment,31,8,replace,driver unavailable
CEAFS00008541,2025-07-07,CEAFLEET00023,CEADLR000702,TN67CD1693,inspection,30,8,rotate,driver unavailable
CEAFS00008542,2025-08-24,CEAFLEET00276,CEADLR000554,AP51GH8969,claim check,15,4,pressure training,high wear
CEAFS00008543,2024-10-14,CEAFLEET00067,CEADLR000379,TS98GH7493,rotation,16,8,claim,
CEAFS00008544,11/30/2024,CEAFLEET00102,CEADLR000447,KL30JK8358,claim check,4,7,alignment,driver unavailable
CEAFS00008545,2026-02-19,CEAFLEET00106,CEADLR000394,AP86JK7764,rotation,26,6,none,competitor tyres fitted
CEAFS00008546,20-Feb-25,CEAFLEET00110,CEADLR000222,TN55CD9947,inspection,32,3,rotate,competitor tyres fitted
CEAFS00008547,2025-03-16,CEAFLEET00036,CEADLR000452,TN55AB9902,fitment,18,6,rotate,fleet price issue
CEAFS00008548,2024-12-18,CEAFLEET00134,CEADLR000451,AP49EF6022,rotation,10,6,none,
CEAFS00008549,03-Oct-24,CEAFLEET00136,CEADLR000297,TN27AB5251,pressure audit,26,8,replace,high wear
CEAFS00008550,08/08/2024,CEAFLEET00268,CEADLR000427,TN50EF5296,inspection,12,4,replace,
CEAFS00008551,2025-05-11,CEAFLEET00257,CEADLR000717,KL84EF8316,inspection,11,1,rotate,fleet price issue
CEAFS00008552,2024-06-08,CEAFLEET00096,CEADLR000532,TS84JK9567,pressure audit,23,5,none,high wear
CEAFS00008553,25/06/2025,CEAFLEET00020,CEADLR000440,TS66JK5521,inspection,14,5,alignment,fleet price issue
CEAFS00008554,2025-11-20,CEAFLEET00054,CEADLR000580,KA11GH2425,alignment,19,1,rotate,high wear
CEAFS00008555,2025-08-11,CEAFLEET00028,CEADLR000139,TN82AB4490,inspection,26,4,alignment,
CEAFS00008556,14/06/2025,CEAFLEET00071,CEADLR000602,TS88AB3328,inspection,2,2,claim,competitor tyres fitted
CEAFS00008557,2024-10-29,CEAFLEET00231,CEADLR000078,KA36CD7880,rotation,25,1,alignment,competitor tyres fitted
CEAFS00008558,2025-03-28,CEAFLEET00169,CEADLR000529,KA54EF3902,alignment,21,5,alignment,competitor tyres fitted
CEAFS00008559,2024-10-26,CEAFLEET00153,CEADLR000312,KA74EF1556,inspection,25,0,claim,
CEAFS00008560,29-Oct-25,CEAFLEET00051,CEADLR000001,TN91EF8530,pressure audit,19,8,none,competitor tyres fitted
CEAFS00008561,2025-10-09,CEAFLEET00277,CEADLR000525,AP89GH9732,claim check,6,1,pressure training,fleet price issue
CEAFS00008562,2025-10-28,CEAFLEET00229,CEADLR000539,TN42AB7102,pressure audit,21,4,none,
CEAFS00008563,08/13/2024,CEAFLEET00231,CEADLR000078,KA80EF8767,inspection,16,8,pressure training,high wear
CEAFS00008564,2025-09-05,CEAFLEET00046,CEADLR000018,TS37AB8402,pressure audit,14,5,pressure training,
CEAFS00008565,2025-11-25,CEAFLEET00214,CEADLR000030,AP35AB6651,rotation,7,0,alignment,high wear
CEAFS00008566,09/16/2025,CEAFLEET00174,CEADLR000302,AP52JK4856,fitment,23,1,alignment,
CEAFS00008567,02/10/2024,CEAFLEET00222,CEADLR000594,KA26AB9242,claim check,11,2,none,
CEAFS00008568,2024-09-27,CEAFLEET00274,CEADLR000701,TS22CD9102,alignment,26,3,claim,high wear
CEAFS00008569,2024-08-05,CEAFLEET00004,CEADLR000059,AP87GH8997,fitment,32,5,claim,competitor tyres fitted
CEAFS00008570,04/01/2026,CEAFLEET00240,CEADLR000053,AP79CD4956,inspection,25,7,pressure training,driver unavailable
CEAFS00008571,2024-08-07,CEAFLEET00131,CEADLR000177,TN42JK9190,rotation,21,5,rotate,high wear
CEAFS00008572,2024-11-11,CEAFLEET00250,CEADLR000007,KL98EF5238,fitment,20,4,claim,
CEAFS00008573,2025-12-22,CEAFLEET00222,CEADLR000594,TS52AB2864,pressure audit,2,6,alignment,competitor tyres fitted
CEAFS00008574,2025-11-23,CEAFLEET00074,CEADLR000605,AP51GH7407,rotation,16,6,replace,high wear
CEAFS00008575,2025-05-07,CEAFLEET00239,CEADLR000617,TS36AB8080,fitment,14,4,claim,fleet price issue
CEAFS00008576,2024-09-22,CEAFLEET00027,CEADLR000572,KA34GH4838,pressure audit,9,0,alignment,competitor tyres fitted
CEAFS00008577,29/05/2025,CEAFLEET00293,CEADLR000656,KL41JK3255,claim check,28,8,replace,fleet price issue
CEAFS00008578,2024-04-20,CEAFLEET00245,CEADLR000094,AP21AB9467,rotation,13,8,none,driver unavailable
CEAFS00008579,2025-08-11,CEAFLEET00269,CEADLR000434,TN87AB6988,pressure audit,13,4,rotate,fleet price issue
CEAFS00008580,2025-08-07,CEAFLEET00115,CEADLR000328,KL58JK7959,claim check,31,0,alignment,competitor tyres fitted
CEAFS00008581,2024-07-22,CEAFLEET00087,CEADLR000454,TN97EF9536,rotation,15,6,pressure training,competitor tyres fitted
CEAFS00008582,2025-01-06,CEAFLEET00095,CEADLR000187,KA72GH7809,fitment,19,7,none,driver unavailable
CEAFS00008583,15/01/2025,CEAFLEET00167,CEADLR000225,TN62AB4265,claim check,32,4,alignment,competitor tyres fitted
CEAFS00008584,2025-04-06,CEAFLEET00180,CEADLR000620,TN24EF9257,claim check,23,0,claim,competitor tyres fitted
CEAFS00008585,2025-08-02,CEAFLEET00309,CEADLR000174,TN50AB9201,inspection,28,5,alignment,fleet price issue
CEAFS00008586,2025-12-26,CEAFLEET00122,CEADLR000186,TN51GH2845,claim check,26,5,replace,
CEAFS00008587,15-Oct-24,CEAFLEET00106,CEADLR000394,KA66CD5515,rotation,31,4,replace,competitor tyres fitted
CEAFS00008588,2025-04-11,CEAFLEET00114,CEADLR000479,TS67GH1326,fitment,11,3,none,driver unavailable
CEAFS00008589,2025-10-15,CEAFLEET00061,CEADLR000466,KL13AB9569,inspection,16,7,replace,competitor tyres fitted
CEAFS00008590,2025-06-27,CEAFLEET00150,CEADLR000246,TN62CD6091,fitment,21,4,replace,competitor tyres fitted
CEAFS00008591,2024-11-27,CEAFLEET00056,CEADLR000626,KL75AB9075,alignment,30,2,claim,high wear
CEAFS00008592,2025-11-23,CEAFLEET00172,CEADLR000419,TS52AB8747,pressure audit,23,4,claim,
CEAFS00008593,23-Feb-25,CEAFLEET00227,CEADLR000189,KL96AB4915,claim check,2,2,rotate,high wear
CEAFS00008594,2024-08-04,CEAFLEET00095,CEADLR000187,AP83JK9130,fitment,28,8,none,driver unavailable
CEAFS00008595,10/06/2024,CEAFLEET00166,CEADLR000552,TN97AB2722,rotation,30,3,rotate,fleet price issue
CEAFS00008596,2025-10-25,CEAFLEET00042,CEADLR000320,TS64EF2021,claim check,29,5,pressure training,high wear
CEAFS00008597,2024-09-17,CEAFLEET00002,CEADLR000104,AP58JK7386,rotation,6,2,none,driver unavailable
CEAFS00008598,2024-05-11,CEAFLEET00168,CEADLR000414,KL64EF3549,pressure audit,30,8,pressure training,competitor tyres fitted
CEAFS00008599,2026-03-20,CEAFLEET00021,CEADLR000662,TS69CD1542,inspection,17,1,none,
CEAFS00008600,2025-12-27,CEAFLEET00243,CEADLR000085,KA95EF7945,rotation,13,8,alignment,high wear
CEAFS00008601,2025-11-28,CEAFLEET00036,CEADLR000452,KA22CD2995,claim check,4,7,claim,competitor tyres fitted
CEAFS00008602,2024-09-27,CEAFLEET00083,CEADLR000138,KL66CD2595,pressure audit,25,3,alignment,competitor tyres fitted
CEAFS00008603,2025-03-16,CEAFLEET00034,CEADLR000650,AP43JK6440,rotation,10,3,claim,high wear
CEAFS00008604,2025-08-08,CEAFLEET00037,CEADLR000589,KA95CD4184,alignment,31,0,claim,fleet price issue
CEAFS00008605,01/02/2026,CEAFLEET00089,CEADLR000219,KA69GH4827,rotation,8,0,rotate,high wear
CEAFS00008606,24/01/2026,CEAFLEET00312,CEADLR000722,KL55EF9660,fitment,29,7,none,competitor tyres fitted
CEAFS00008607,06/03/2025,CEAFLEET00024,CEADLR000348,TS42JK7074,alignment,3,8,claim,high wear
CEAFS00008608,11/01/2024,CEAFLEET00096,CEADLR000532,KL38JK8747,pressure audit,7,3,pressure training,competitor tyres fitted
CEAFS00008609,2025-05-11,CEAFLEET00111,CEADLR000688,TS20AB7767,claim check,9,6,alignment,competitor tyres fitted
CEAFS00008610,2025-04-05,CEAFLEET00312,CEADLR000722,TS45GH8654,alignment,29,3,replace,high wear
CEAFS00008611,2024-11-10,CEAFLEET00093,CEADLR000311,TN67GH1648,rotation,28,4,claim,driver unavailable
CEAFS00008612,2025-02-06,CEAFLEET00221,CEADLR000722,TS12EF3926,alignment,25,8,alignment,competitor tyres fitted
CEAFS00008613,2025-12-23,CEAFLEET00212,CEADLR000642,KA87GH5364,pressure audit,9,3,claim,high wear
CEAFS00008614,08-Dec-24,CEAFLEET00197,CEADLR000392,KL47EF8932,claim check,27,0,replace,fleet price issue
CEAFS00008615,07/03/2026,CEAFLEET00224,CEADLR000059,TN45AB6695,alignment,30,8,claim,driver unavailable
CEAFS00008616,2025-02-20,CEAFLEET00176,CEADLR000548,TN80AB4331,alignment,29,3,replace,competitor tyres fitted
CEAFS00008617,2025-01-25,CEAFLEET00019,CEADLR000122,KA81GH3561,inspection,23,2,replace,driver unavailable
CEAFS00008618,2025-09-17,CEAFLEET00182,CEADLR000250,TN92CD4745,fitment,17,4,rotate,driver unavailable
CEAFS00008619,2024-05-12,CEAFLEET00274,CEADLR000701,KA24EF2957,fitment,4,8,pressure training,high wear
CEAFS00008620,2025-03-18,CEAFLEET00021,CEADLR000662,AP63AB4016,pressure audit,30,8,rotate,
CEAFS00008621,2025-05-24,CEAFLEET00100,CEADLR000151,TN39GH1102,pressure audit,22,2,alignment,driver unavailable
CEAFS00008622,2025-03-08,CEAFLEET00092,CEADLR000454,AP68GH3394,claim check,32,7,alignment,driver unavailable
CEAFS00008623,2025-06-13,CEAFLEET00022,CEADLR000639,KA91EF1028,pressure audit,32,5,claim,competitor tyres fitted
CEAFS00008624,2026-03-06,CEAFLEET00258,CEADLR000654,AP16GH2389,claim check,16,2,claim,high wear
CEAFS00008625,2024-05-31,CEAFLEET00096,CEADLR000532,KA81CD5880,rotation,15,3,replace,high wear
CEAFS00008626,2025-11-25,CEAFLEET00158,CEADLR000454,TS30CD1646,rotation,15,3,replace,competitor tyres fitted
CEAFS00008627,2026-02-11,CEAFLEET00164,CEADLR000712,AP20AB9477,inspection,22,7,pressure training,driver unavailable
CEAFS00008628,2025-11-14,CEAFLEET00050,CEADLR000140,TN68CD5925,inspection,14,7,claim,driver unavailable
CEAFS00008629,2025-01-06,CEAFLEET00006,CEADLR000067,TN16CD1624,rotation,18,3,replace,
CEAFS00008630,2025-12-27,CEAFLEET00273,CEADLR000578,KA48AB8175,claim check,11,1,pressure training,competitor tyres fitted
CEAFS00008631,2025-05-14,CEAFLEET00220,CEADLR000516,TS38AB1874,alignment,14,2,replace,driver unavailable
CEAFS00008632,2025-06-14,CEAFLEET00073,CEADLR000580,KA15JK5404,pressure audit,11,5,none,high wear
CEAFS00008633,2024-09-22,CEAFLEET00072,CEADLR000357,AP96GH1183,claim check,5,1,replace,
CEAFS00008634,2024-10-29,CEAFLEET00226,CEADLR000332,TN27CD7699,inspection,17,0,none,driver unavailable
CEAFS00008635,2024-07-26,CEAFLEET00220,CEADLR000516,KA53GH2134,alignment,25,2,none,high wear
CEAFS00008636,2025-12-26,CEAFLEET00002,CEADLR000104,TS37CD1096,inspection,27,0,pressure training,fleet price issue
CEAFS00008637,2025-02-23,CEAFLEET00050,CEADLR000140,TS12EF9809,pressure audit,19,8,claim,competitor tyres fitted
CEAFS00008638,2025-09-06,CEAFLEET00059,CEADLR000676,TN33CD6499,pressure audit,5,6,replace,fleet price issue
CEAFS00008639,2025-08-08,CEAFLEET00320,CEADLR000579,AP10CD8030,fitment,28,5,pressure training,driver unavailable
CEAFS00008640,2025-05-18,CEAFLEET00156,CEADLR000694,TS98CD3171,alignment,24,8,claim,high wear
CEAFS00008641,2025-10-01,CEAFLEET00094,CEADLR000385,KA77JK3058,pressure audit,13,4,none,competitor tyres fitted
CEAFS00008642,12/13/2025,CEAFLEET00182,CEADLR000250,KA20GH1934,pressure audit,20,6,pressure training,
CEAFS00008643,2025-04-21,CEAFLEET00150,CEADLR000246,TS15CD5796,inspection,17,3,replace,fleet price issue
CEAFS00008644,24/03/2026,CEAFLEET00298,CEADLR000044,KA28GH9657,pressure audit,17,2,alignment,fleet price issue
CEAFS00008645,22-Dec-25,CEAFLEET00079,CEADLR000264,AP43GH3369,rotation,5,3,pressure training,high wear
CEAFS00008646,2025-09-21,CEAFLEET00065,CEADLR000361,AP95JK8666,rotation,27,3,rotate,competitor tyres fitted
CEAFS00008647,2024-12-04,CEAFLEET00040,CEADLR000443,KA64EF4886,pressure audit,4,4,none,
CEAFS00008648,2026-02-06,CEAFLEET00078,CEADLR000737,TN41EF7885,inspection,30,2,alignment,fleet price issue
CEAFS00008649,2024-06-24,CEAFLEET00252,CEADLR000056,KL76JK3621,pressure audit,30,4,alignment,high wear
CEAFS00008650,2024-12-25,CEAFLEET00267,CEADLR000508,KA94AB8975,inspection,5,6,claim,driver unavailable
CEAFS00008651,2024-08-04,CEAFLEET00257,CEADLR000717,TN46CD3021,rotation,9,0,claim,driver unavailable
CEAFS00008652,2025-04-21,CEAFLEET00033,CEADLR000737,TN93CD4484,rotation,11,3,alignment,
CEAFS00008653,10/20/2024,CEAFLEET00058,CEADLR000513,TN41EF8115,claim check,26,1,pressure training,driver unavailable
CEAFS00008654,21/02/2025,CEAFLEET00251,CEADLR000614,AP58AB8507,alignment,27,2,alignment,
CEAFS00008655,2024-12-22,CEAFLEET00202,CEADLR000578,TS93JK5804,pressure audit,5,6,replace,driver unavailable
CEAFS00008656,05/05/2024,CEAFLEET00120,CEADLR000639,KL87AB1487,claim check,14,8,alignment,competitor tyres fitted
CEAFS00008657,2025-11-02,CEAFLEET00008,CEADLR000327,KA12AB5257,fitment,30,0,alignment,competitor tyres fitted
CEAFS00008658,2026-01-15,CEAFLEET00155,CEADLR000479,TS76CD5762,fitment,28,4,claim,competitor tyres fitted
CEAFS00008659,2024-08-09,CEAFLEET00086,CEADLR000511,TS42GH5153,pressure audit,12,8,replace,competitor tyres fitted
